Id,LotArea,OverallQual,OverallCond,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,MoSold,SalePrice
2139,13014,6,5,1978,1096,1,3,1.0,2.0,484.0,12,193717.15117887
2140,10265,5,7,2005,992,1,3,2.0,1.0,294.0,7,182782.55099007
2141,7703,6,8,1978,1034,1,3,1.0,2.0,504.0,5,175530.651633287
2142,9981,5,5,1967,1073,1,3,1.0,1.0,270.0,3,177804.057884623
2143,7400,5,5,1984,1126,1,2,1.0,2.0,506.0,3,159448.670848577
2144,12900,5,4,1950,1140,1,3,1.0,2.0,400.0,1,181338.976717529
2145,9239,5,8,2003,960,1,3,2.0,1.0,300.0,5,178553.558537021
2146,14175,6,8,1956,1188,1,1,1.0,2.0,621.0,6,162820.928264556
2147,10532,5,3,1960,1721,2,3,1.0,2.0,626.0,12,188832.479997186
2148,8375,5,7,1973,1350,1,2,2.0,3.0,627.0,6,164682.185899437
2149,10200,5,8,1970,904,1,3,2.0,3.0,912.0,6,181549.735943801
2150,20270,7,6,1979,1524,2,3,1.0,2.0,478.0,4,199158.097008868
2151,5190,7,5,1950,1079,1,2,1.0,1.0,249.0,1,152889.520990566
2152,19550,5,7,2007,1518,1,2,0.0,0.0,0.0,1,181150.551679116
2153,9571,5,6,1956,1509,1,3,2.0,1.0,322.0,7,181416.732376013
2154,9350,5,5,1975,864,1,2,1.0,0.0,0.0,4,164391.238182305
2155,9360,6,8,2001,1269,1,3,1.0,1.0,280.0,11,185421.046498812
2156,9771,6,5,2002,2814,2,4,2.0,2.0,614.0,6,193981.327550004
2157,9938,7,5,1994,1626,2,3,2.0,2.0,534.0,4,178824.324789223
2158,14171,7,5,1994,2200,2,4,2.0,2.0,453.0,12,209270.051606246
2159,10541,7,5,1996,2037,2,3,2.0,2.0,472.0,2,177801.266806344
2160,10616,7,5,2007,1356,2,3,2.0,2.0,484.0,3,179053.762236101
2161,9345,8,5,2007,1615,2,3,2.0,3.0,864.0,5,178762.170601992
2162,11778,9,5,2008,2276,2,3,3.0,3.0,1348.0,6,184655.300458183
2163,11778,9,5,2008,1766,2,3,3.0,3.0,874.0,12,191284.655779772
2164,11454,8,5,1995,1511,2,3,2.0,3.0,811.0,2,179598.085818785
2165,11500,6,6,1966,1643,2,2,1.0,2.0,438.0,3,167517.628078595
2166,9750,5,7,1994,990,1,3,1.0,2.0,528.0,8,182873.903794044
2167,8696,7,5,1998,1418,2,3,2.0,2.0,558.0,5,177484.91371363
2168,13142,6,5,1997,1771,2,3,2.0,2.0,600.0,7,188444.597319524
2169,8998,7,5,2000,1652,2,3,2.0,2.0,532.0,6,179184.153848562
2170,12192,7,5,2001,1823,2,3,2.0,2.0,626.0,5,184365.175780982
2171,12250,5,6,1978,1174,1,3,1.0,2.0,528.0,5,184479.322005212
2172,9216,5,6,1975,1076,1,3,1.0,2.0,576.0,9,182927.863869391
2173,14330,5,6,2001,1558,2,2,1.0,2.0,440.0,8,178611.639373646
2174,10400,7,5,2001,2161,2,3,2.0,2.0,570.0,6,181943.343613558
2175,9720,9,5,2002,1947,2,3,2.0,3.0,725.0,1,175080.614768394
2176,14860,8,5,2003,1786,2,3,2.0,3.0,715.0,6,190720.794649138
2177,10905,7,5,2003,2327,2,4,2.0,2.0,596.0,8,198422.868144723
2178,11690,8,5,2000,1764,2,3,2.0,2.0,560.0,6,184482.11308349
2179,4426,6,5,2004,848,1,1,2.0,2.0,420.0,2,139214.952187861
2180,10126,6,5,1998,1838,2,2,1.0,3.0,721.0,7,169233.113601757
2181,9750,7,5,2004,1445,2,3,2.0,2.0,470.0,6,180664.118686848
2182,11058,7,6,2007,1564,2,3,2.0,3.0,814.0,2,178818.742632666
2183,9627,7,5,2007,1361,2,3,2.0,2.0,610.0,6,180422.049969947
2184,9825,5,5,1966,1092,1,3,1.0,1.0,264.0,4,178601.93645581
2185,12102,5,5,1976,1033,1,3,1.0,2.0,504.0,4,183083.159775993
2186,6500,6,6,1976,1127,1,3,1.0,2.0,480.0,5,173163.101499699
2187,9638,6,6,1977,1117,1,3,1.0,2.0,542.0,11,185968.161159774
2188,7200,6,7,2001,1398,1,3,1.0,2.0,440.0,2,171226.050683054
2189,47007,5,7,1996,3820,3,5,3.0,2.0,624.0,7,281643.976116786
2190,6012,4,5,1955,1152,2,2,1.0,0.0,0.0,6,160031.711281258
2191,6845,4,5,1955,1152,2,2,1.0,0.0,0.0,7,162775.979779394
2192,6931,4,5,1955,784,1,2,1.0,0.0,0.0,5,160735.445970193
2193,12180,5,7,2007,1053,1,2,3.0,0.0,0.0,1,166646.109048572
2194,8050,5,8,1993,1137,1,4,1.0,0.0,0.0,4,188384.548444549
2195,9520,4,5,1953,930,1,2,1.0,1.0,286.0,5,165830.697255197
2196,7692,4,6,1954,1204,1,3,1.0,1.0,312.0,11,182138.358533039
2197,5142,4,7,2008,1292,1,3,2.0,1.0,205.0,6,171595.397975647
2198,7290,7,8,1950,1424,2,2,1.0,1.0,312.0,4,160337.079183809
2199,7804,6,7,1950,1920,2,4,1.0,2.0,480.0,7,191215.088671543
2200,8969,6,6,1950,1316,1,2,1.0,1.0,369.0,7,166956.093232213
2201,15564,6,6,1995,1264,1,3,1.0,2.0,400.0,1,186581.830878692
2202,7609,8,9,1997,1512,2,3,2.0,1.0,180.0,6,176450.548582099
2203,9650,6,3,1950,1603,1,4,1.0,2.0,599.0,6,193743.194909801
2204,11700,5,6,1995,1938,2,4,2.0,1.0,240.0,7,198882.566078408
2205,9260,5,4,1950,1374,1,3,1.0,1.0,225.0,3,176385.102235149
2206,7801,6,5,1951,1091,1,2,1.0,1.0,344.0,5,162447.639333636
2207,9670,8,6,1950,1873,1,4,1.0,2.0,786.0,6,193782.555676777
2208,12392,7,9,2000,2161,2,3,2.0,2.0,506.0,4,183653.890897141
2209,26073,5,5,1956,1898,2,3,1.0,2.0,484.0,4,210578.623546866
2210,1879,6,6,1980,1032,1,2,1.0,2.0,462.0,12,158527.164107319
2211,7000,6,8,1998,919,1,2,1.0,1.0,195.0,7,163081.025723456
2212,6000,6,8,2006,1090,1,3,1.0,1.0,240.0,7,174388.867432503
2213,8155,5,7,1950,1200,1,4,1.0,0.0,0.0,7,191905.870131966
2214,6000,5,5,1967,1656,1,3,1.0,1.0,288.0,7,174388.867432503
2215,7392,5,7,1995,912,1,2,1.0,1.0,360.0,5,161642.711648983
2216,9000,5,5,1958,1955,2,4,1.0,1.0,356.0,1,186939.507215101
2217,14584,1,5,1952,733,1,2,0.0,2.0,487.0,2,172482.165792649
2218,5280,4,7,1950,1361,1,2,1.0,1.0,185.0,7,159695.999763546
2219,5150,4,7,2000,1049,1,2,1.0,1.0,195.0,5,157230.369671007
2220,9000,4,6,1950,864,1,3,0.0,1.0,216.0,6,179188.089925259
2221,3843,8,5,2008,1648,2,2,3.0,2.0,525.0,8,157972.82120994
2222,3811,7,5,2005,1646,2,2,3.0,2.0,482.0,7,156804.951429181
2223,23730,7,5,1997,2032,3,3,2.0,3.0,786.0,9,211491.972463654
2224,11050,7,5,1997,1820,2,3,2.0,3.0,816.0,9,186537.246201062
2225,10260,5,4,1976,1872,2,4,1.0,2.0,484.0,11,200468.161070551
2226,9990,4,5,1991,1689,2,3,1.0,2.0,432.0,7,182241.340444154
2227,4084,7,6,1986,1501,2,2,2.0,2.0,512.0,7,157342.225898399
2228,11563,8,5,2007,1537,2,3,2.0,3.0,788.0,4,182022.387105998
2229,12852,8,5,2007,1780,2,3,2.0,2.0,612.0,1,181244.510876788
2230,9802,5,5,2007,1442,2,3,1.0,2.0,400.0,4,178556.671573788
2231,12018,7,5,2008,1612,2,3,2.0,3.0,666.0,10,189547.199876284
2232,12890,6,5,1989,1495,2,3,1.0,2.0,438.0,7,187948.65165563
2233,18265,6,5,1986,1256,2,3,2.0,2.0,578.0,3,194107.287565956
2234,11202,8,5,2003,1440,2,3,2.0,2.0,467.0,6,183521.710369283
2235,7915,6,5,2000,1675,2,3,2.0,2.0,435.0,12,183682.123638416
2236,11449,8,5,2007,1728,2,3,2.0,2.0,520.0,1,178483.353073443
2237,11447,8,5,2006,1964,2,3,2.0,3.0,892.0,6,184003.879764736
2238,8940,7,5,1998,1344,2,2,1.0,4.0,784.0,11,171318.59033449
2239,9278,5,5,2008,1092,1,2,1.0,0.0,0.0,2,162039.754313997
2240,4500,6,5,1997,1189,2,2,1.0,2.0,392.0,4,154846.252190699
2241,14137,4,5,1964,1200,1,3,1.0,3.0,850.0,11,194822.365690957
2242,4224,5,6,1975,1040,1,3,1.0,2.0,499.0,6,169788.738771463
2243,2665,5,7,1976,1475,2,4,1.0,1.0,336.0,5,178891.554489941
2244,1974,4,7,2006,988,1,2,1.0,1.0,297.0,6,152084.772428865
2245,1596,4,6,1973,988,1,1,1.0,1.0,297.0,7,139169.86642879
2246,17979,5,6,1968,1160,1,3,2.0,1.0,257.0,2,192439.536044606
2247,1477,6,9,2007,1092,2,3,1.0,0.0,0.0,3,161067.859766557
2248,6490,5,7,1983,816,1,2,1.0,1.0,264.0,4,158762.648504781
2249,6600,5,6,2005,845,1,3,2.0,1.0,264.0,7,175569.690441774
2250,12395,5,6,1984,889,1,3,1.0,2.0,484.0,4,183659.795012187
2251,56600,5,1,1950,1836,2,4,1.0,1.0,288.0,1,280618.132617258
2252,10667,6,6,1971,1587,2,3,1.0,2.0,525.0,3,180051.809151659
2253,8872,6,5,1997,1384,2,3,1.0,2.0,390.0,3,176519.18031559
2254,10147,6,5,1994,1694,2,3,1.0,2.0,398.0,3,179028.429210291
2255,8637,6,5,2000,1714,2,3,1.0,2.0,451.0,4,177161.583857224
2256,7875,7,5,1996,1553,2,3,2.0,2.0,420.0,8,180081.508849842
2257,7500,6,5,2003,2299,3,5,1.0,2.0,482.0,8,205895.254584712
2258,9556,7,5,1993,1187,2,3,2.0,2.0,420.0,8,183389.78131415
2259,7655,6,5,1994,1642,2,3,1.0,2.0,392.0,7,178543.647859512
2260,18160,6,6,1964,1128,1,3,1.0,2.0,480.0,3,194798.320499104
2261,4740,8,5,1988,1179,2,2,1.0,2.0,480.0,10,162845.613675766
2262,5118,8,5,1990,1321,1,1,2.0,2.0,484.0,8,148103.867006579
2263,12328,8,5,2005,2541,3,4,3.0,3.0,729.0,7,201016.171121215
2264,51974,9,5,2007,2338,2,4,2.0,3.0,1110.0,6,277936.12694354
2265,41600,5,5,1990,1424,1,3,1.0,3.0,828.0,11,249768.279823405
2266,8035,9,5,2006,1612,2,2,3.0,2.0,556.0,3,161596.052159825
2267,14082,8,5,2006,2234,1,1,2.0,2.0,724.0,1,158011.114889899
2268,13870,10,5,2007,2042,2,3,3.0,3.0,724.0,10,194089.683858004
2269,10960,6,5,1984,1284,2,3,1.0,2.0,480.0,4,181733.336941451
2270,12090,7,7,2003,1479,2,3,2.0,2.0,484.0,3,182852.32772198
2271,12299,7,6,1985,1664,2,3,2.0,2.0,663.0,9,189893.003058465
2272,11339,7,5,1979,1930,2,4,2.0,2.0,481.0,3,194650.210979875
2273,11850,6,6,1984,1177,2,3,2.0,2.0,495.0,8,187904.461286262
2274,10400,6,5,1999,1353,2,2,1.0,2.0,478.0,8,171774.925622692
2275,13001,6,5,1971,1220,2,2,1.0,2.0,944.0,9,177998.685921479
2276,8991,7,6,1976,1324,2,3,2.0,2.0,585.0,2,175648.484325498
2277,8000,6,6,1974,1877,2,4,1.0,2.0,488.0,11,196918.071362067
2278,9457,5,6,1990,1422,1,3,1.0,2.0,576.0,9,184299.838071218
2279,7920,5,5,2002,914,1,3,3.0,1.0,368.0,10,182379.855682734
2280,17199,4,7,1961,914,1,2,1.0,1.0,270.0,7,184050.725802482
2281,4113,6,5,2001,1337,2,2,2.0,2.0,511.0,7,158296.975970284
2282,10943,6,5,1998,1337,2,2,2.0,2.0,522.0,10,175053.355553278
2283,2205,6,6,1973,1092,1,3,1.0,1.0,264.0,2,162293.376090644
2284,2058,6,5,1973,1218,1,4,3.0,1.0,264.0,12,186328.880047186
2285,2304,7,7,1978,1055,2,2,1.0,1.0,319.0,4,151422.116936538
2286,7150,5,6,1966,988,1,3,1.0,1.0,360.0,11,181969.358707768
2287,12469,9,5,2007,1816,2,3,3.0,3.0,730.0,8,189122.67702416
2288,11825,8,5,2007,1694,2,3,2.0,3.0,856.0,6,185645.475220346
2289,14333,8,5,2007,2122,2,2,2.0,3.0,938.0,11,182829.898109257
2290,13641,9,5,2007,2656,2,3,3.0,3.0,1040.0,12,195848.788183328
2291,13440,8,5,2007,2550,2,4,3.0,3.0,670.0,3,198785.059550672
2292,15431,10,5,2006,2046,2,2,3.0,3.0,878.0,8,181676.126555428
2293,13891,9,5,2007,2552,2,3,3.0,3.0,932.0,10,194131.012663328
2294,13654,9,5,2006,2758,2,4,3.0,3.0,814.0,5,201416.004864508
2295,17169,10,5,2007,2290,2,2,3.0,3.0,1174.0,8,185096.577205616
2296,16659,8,5,2008,2152,2,3,2.0,2.0,728.0,6,195158.972598372
2297,9709,8,5,2007,2100,2,3,3.0,3.0,786.0,9,184795.783735112
2298,13615,9,5,2006,1802,2,3,3.0,3.0,843.0,6,189168.263864671
2299,13069,8,5,2004,2956,2,5,3.0,3.0,916.0,8,216855.260149095
2300,14277,8,5,2003,2385,2,3,2.0,3.0,818.0,1,184946.642483576
2301,12568,8,5,2007,1818,2,3,3.0,3.0,774.0,8,189317.51282069
2302,9926,7,5,2006,1614,2,3,2.0,3.0,878.0,5,180803.277842406
2303,9254,8,5,2005,1721,2,3,2.0,2.0,554.0,1,175061.18585763
2304,10732,8,5,2007,1828,2,3,2.0,3.0,876.0,2,179074.839090732
2305,3901,6,5,2006,1302,1,1,2.0,2.0,631.0,8,145708.764336107
2306,3903,6,5,2006,1302,1,1,2.0,2.0,631.0,5,142398.022752011
2307,6289,6,5,2006,1362,2,2,2.0,2.0,460.0,6,161474.534863641
2308,4590,8,5,2006,1554,2,2,2.0,2.0,627.0,5,157025.945155458
2309,7841,9,5,2005,1577,2,2,3.0,2.0,564.0,5,163424.037827357
2310,6240,8,5,2006,1324,2,2,2.0,2.0,550.0,9,164692.778645345
2311,3242,7,5,2003,1405,2,2,2.0,2.0,478.0,3,152163.2443541
2312,15810,6,5,2007,1496,3,3,2.0,2.0,572.0,5,192383.215486656
2313,10237,6,5,2006,1536,2,3,2.0,2.0,400.0,6,182520.230322476
2314,13204,7,5,2007,1458,2,3,2.0,2.0,454.0,5,187254.507549722
2315,8857,6,5,2006,1495,2,3,2.0,2.0,440.0,3,176489.659740359
2316,9729,6,5,2007,1746,2,3,2.0,3.0,350.0,6,181520.466841293
2317,12216,6,5,2005,1326,2,3,2.0,2.0,388.0,6,186414.978214721
2318,8229,6,5,2007,1504,2,3,2.0,2.0,440.0,12,185197.764639705
2319,7713,7,5,2007,1456,2,3,2.0,2.0,400.0,7,178657.794083741
2320,7697,7,6,2007,1258,2,3,2.0,2.0,462.0,8,179731.198023759
2321,3621,8,5,2003,1589,2,2,2.0,3.0,630.0,11,161748.271317074
2322,3710,7,5,2007,1266,2,2,2.0,2.0,388.0,8,158608.749069322
2323,16219,7,5,2005,1119,2,2,2.0,2.0,437.0,4,178807.370559878
2324,11084,7,5,2004,1374,2,3,2.0,2.0,400.0,6,184187.158803897
2325,10936,7,5,2006,1525,2,3,2.0,2.0,534.0,4,181686.10402108
2326,11950,7,5,2003,1394,2,3,2.0,2.0,400.0,10,190311.050228337
2327,7875,7,5,2003,1948,2,4,2.0,2.0,434.0,7,192252.496354076
2328,8740,7,5,2002,1995,2,4,2.0,2.0,435.0,7,193954.849525775
2329,9487,6,5,2000,1690,2,3,1.0,2.0,442.0,6,181044.201560887
2330,9649,6,5,2000,1644,2,3,1.0,2.0,460.0,5,180258.131219792
2331,12191,8,5,1998,2551,2,4,2.0,3.0,925.0,6,199641.657313834
2332,10557,9,5,1998,3078,2,4,2.0,3.0,806.0,7,197530.775205517
2333,11002,8,5,1999,2582,2,4,2.0,3.0,758.0,1,191777.196949138
2334,10790,7,5,1998,2385,2,4,2.0,3.0,600.0,5,195779.543033588
2335,11762,8,5,1993,2202,2,4,2.0,2.0,517.0,9,202112.046522999
2336,9044,8,5,1997,2538,2,4,2.0,3.0,933.0,5,192343.34807661
2337,9910,7,6,2007,1369,2,3,2.0,2.0,605.0,9,185191.359443218
2338,11830,8,5,2007,1542,2,3,2.0,3.0,852.0,7,186760.207965688
2339,10612,8,5,2006,1534,2,3,2.0,2.0,484.0,1,177733.78193528
2340,12291,10,5,2007,1966,2,1,3.0,3.0,1092.0,10,164430.391189608
2341,9965,7,5,2007,1528,3,3,2.0,2.0,480.0,9,185299.601552401
2342,8847,8,5,2005,1538,2,3,2.0,2.0,484.0,12,186414.012339254
2343,8251,7,5,2006,1506,2,3,2.0,2.0,672.0,4,176401.921054593
2344,9605,7,5,2006,1977,2,3,2.0,3.0,574.0,7,182381.322639642
2345,8778,8,5,2006,1830,2,3,2.0,3.0,859.0,3,176334.184710805
2346,8640,8,5,2007,1338,2,3,2.0,2.0,598.0,11,184901.735847457
2347,9000,7,5,2007,1335,2,3,2.0,2.0,575.0,6,180085.766885029
2348,8640,8,5,2007,1792,2,3,2.0,2.0,590.0,11,184901.735847457
2349,10411,5,5,2007,1588,3,3,2.0,2.0,561.0,7,183967.561548763
2350,12217,8,5,2007,1880,2,3,3.0,3.0,880.0,12,193046.301574659
2351,10440,8,5,2007,1584,2,2,3.0,2.0,594.0,5,168538.969495849
2352,11824,8,5,2006,1685,2,2,2.0,3.0,658.0,4,170157.842016969
2353,10625,6,5,2004,2443,2,4,2.0,3.0,744.0,6,196559.709259637
2354,7500,6,5,2007,1100,1,3,1.0,0.0,0.0,6,177133.709361852
2355,7500,7,5,2006,1143,1,3,2.0,0.0,0.0,10,181553.279576244
2356,12450,5,5,2004,1094,1,3,2.0,2.0,576.0,5,185770.606634739
2357,7441,7,5,2006,1486,2,3,2.0,2.0,566.0,6,177017.595099274
2358,11613,6,5,1997,1820,2,3,2.0,2.0,492.0,5,184123.358536806
2359,8012,6,5,1980,1266,1,2,1.0,1.0,283.0,7,165970.357492196
2360,6285,5,5,1977,894,1,2,1.0,1.0,308.0,3,158151.985049452
2361,7476,5,7,1968,1040,1,3,1.0,2.0,686.0,6,177086.476441481
2362,19522,7,5,1990,2503,2,3,2.0,2.0,564.0,2,196373.896176551
2363,10751,5,5,1974,1037,1,2,1.0,2.0,431.0,8,172465.707083115
2364,12712,6,7,2006,1055,1,2,2.0,2.0,542.0,1,168590.782409896
2365,4379,8,5,2004,1378,2,2,2.0,2.0,540.0,7,158820.474171061
2366,3523,8,5,2007,1151,2,2,2.0,2.0,484.0,2,151611.37057651
2367,3784,8,5,2007,1565,2,2,2.0,2.0,476.0,2,152125.028585543
2368,3606,7,5,2007,1352,2,2,2.0,2.0,466.0,8,158404.073081048
2369,5330,8,5,2007,1550,2,2,2.0,2.0,528.0,7,160692.078640755
2370,2280,6,5,1999,1501,2,3,1.0,2.0,440.0,9,170175.22684199
2371,2117,6,5,2000,1573,2,3,2.0,2.0,440.0,9,169854.436591138
2372,7321,7,5,2000,1358,2,3,2.0,2.0,625.0,12,183410.785819008
2373,8010,8,5,2004,2048,2,3,2.0,2.0,552.0,8,180347.194026928
2374,8413,8,5,1998,2362,2,3,2.0,2.0,1105.0,6,178930.528374292
2375,9466,8,5,1995,1494,1,1,2.0,2.0,478.0,5,153346.220086301
2376,12000,7,6,1980,2362,2,3,2.0,2.0,546.0,3,182675.204270589
2377,17778,8,5,1981,2497,2,2,2.0,2.0,676.0,3,180770.649792036
2378,11700,6,6,1968,1152,1,3,1.0,2.0,412.0,9,188714.148087543
2379,8000,6,6,1970,2411,2,4,1.0,2.0,570.0,6,191393.608594076
2380,8723,6,6,1969,1082,1,3,1.0,2.0,480.0,1,174016.157494425
2381,11700,6,5,1968,1295,1,3,1.0,2.0,528.0,4,183189.685319552
2382,11358,7,7,1987,1610,2,3,2.0,2.0,515.0,5,183621.508757866
2383,9547,7,6,1993,1594,2,2,2.0,2.0,472.0,7,168991.29635758
2384,10530,7,6,1993,2075,2,3,2.0,2.0,473.0,8,185306.650665866
2385,10738,6,7,1966,1093,2,3,1.0,2.0,484.0,11,189030.680303208
2386,10800,6,5,1963,1052,1,3,1.0,1.0,311.0,2,179208.665698449
2387,8050,5,6,1993,1107,1,3,2.0,1.0,308.0,3,174901.452792889
2388,10899,4,5,1964,1224,2,2,1.0,3.0,530.0,4,168337.406544343
2389,7450,5,5,1956,1074,1,2,2.0,2.0,396.0,1,158234.96461859
2390,14357,5,5,1961,1187,1,2,1.0,2.0,440.0,8,179562.453368834
2391,8243,5,7,1961,964,1,3,1.0,2.0,784.0,2,174176.391640607
2392,8680,5,7,1960,894,1,3,1.0,1.0,312.0,1,173931.531845427
2393,8800,7,6,1966,1200,2,3,1.0,2.0,440.0,10,184111.729429665
2394,9200,6,5,1965,1042,2,3,1.0,2.0,440.0,5,179374.482001188
2395,8800,6,7,1997,2154,2,5,1.0,2.0,539.0,7,207348.811884535
2396,11382,6,5,1964,1374,1,3,1.0,1.0,286.0,8,186983.419339031
2397,22002,6,7,1991,1652,1,3,2.0,2.0,510.0,7,206779.094049527
2398,12172,5,7,1996,908,1,2,1.0,2.0,512.0,10,177472.074683935
2399,5000,3,3,1950,666,1,2,2.0,0.0,0.0,4,156727.948324862
2400,3500,3,5,1950,670,1,2,0.0,0.0,0.0,7,157090.568462479
2401,5175,5,8,2000,808,1,2,1.0,1.0,308.0,7,160387.032696693
2402,9600,5,6,1955,1150,1,2,1.0,1.0,288.0,10,172410.28005086
2403,8668,5,5,1968,1560,2,4,1.0,3.0,792.0,5,191603.365657467
2404,10050,5,6,1966,1280,2,3,1.0,2.0,432.0,6,182152.207151253
2405,9600,6,5,1961,1254,1,3,1.0,2.0,525.0,5,180161.697340702
2406,8760,6,7,1999,936,1,2,2.0,1.0,315.0,9,169652.235284283
2407,6860,5,6,1956,1008,1,3,0.0,1.0,308.0,12,182503.520140218
2408,8250,5,7,1963,1053,1,3,2.0,2.0,692.0,7,179714.630677039
2409,9100,5,5,1960,1144,1,3,1.0,1.0,336.0,6,180282.570719908
2410,9736,6,6,1969,1721,1,4,1.0,2.0,464.0,4,192600.338060371
2411,9770,5,5,1957,922,1,2,1.0,1.0,308.0,4,166115.491248565
2412,12198,5,6,1975,1411,1,3,1.0,1.0,310.0,6,186379.553524443
2413,10050,5,5,1955,1216,1,3,1.0,1.0,336.0,8,184361.992258449
2414,11556,5,9,2006,1154,1,3,3.0,1.0,336.0,7,186220.965458121
2415,8078,5,5,1958,1560,2,4,1.0,2.0,484.0,12,198176.47090687
2416,10950,6,6,1952,948,1,2,1.0,2.0,410.0,4,168437.776500131
2417,7942,6,7,1953,1040,1,3,1.0,1.0,293.0,6,178003.582312015
2418,8540,5,8,2003,925,1,3,2.0,1.0,252.0,6,179180.469244588
2419,7150,4,4,1955,1540,1,4,0.0,1.0,352.0,8,191930.561104806
2420,8400,5,5,1955,925,1,3,1.0,1.0,390.0,3,175590.266214964
2421,9532,4,6,1953,1647,1,3,1.0,1.0,280.0,2,176713.19307219
2422,15783,5,5,1952,924,1,2,1.0,1.0,420.0,6,180159.090947005
2423,14190,4,7,2006,1544,2,3,1.0,0.0,0.0,4,188090.100808026
2424,12099,5,6,2004,1728,1,3,1.0,1.0,371.0,6,186184.717727913
2425,21281,5,4,2007,3086,3,4,2.0,3.0,1200.0,11,223055.588672278
2426,10284,4,7,1993,1281,2,1,1.0,2.0,580.0,8,158270.753116401
2427,10800,5,9,1999,1534,1,3,2.0,0.0,0.0,7,184733.12846644
2428,10090,7,5,1999,1651,2,4,1.0,1.0,276.0,10,199926.378957429
2429,8700,5,7,1961,888,1,3,1.0,1.0,240.0,2,175075.785166001
2430,8300,6,6,1968,952,1,3,1.0,1.0,288.0,8,180917.925148076
2431,7200,5,3,1950,1238,1,3,1.0,1.0,357.0,11,182067.760625207
2432,7500,5,7,2003,1040,1,3,2.0,1.0,286.0,7,178238.60191545
2433,7315,5,6,1958,1170,1,3,1.0,1.0,338.0,3,173454.944606532
2434,7903,5,5,1960,1242,1,3,1.0,1.0,324.0,5,176821.936262814
2435,8000,5,5,1960,1377,1,3,1.0,1.0,351.0,11,183642.191304235
2436,7000,5,6,1961,925,1,3,1.0,1.0,300.0,7,177254.582741058
2437,6600,5,5,1962,864,1,2,1.0,1.0,294.0,12,168715.950111702
2438,6760,5,5,1962,936,1,3,1.0,1.0,288.0,10,180096.931198144
2439,6978,5,7,1980,960,1,2,1.0,2.0,576.0,4,160620.728178758
2440,6000,6,6,1950,1296,1,3,1.0,2.0,576.0,7,175286.544392273
2441,4480,5,5,1950,1022,1,2,0.0,1.0,184.0,2,153494.783276297
2442,3153,5,6,1990,967,1,2,1.0,1.0,180.0,7,156407.65915545
2443,7200,5,8,1950,1072,1,2,1.0,2.0,379.0,5,162162.525245786
2444,9000,5,8,2006,1174,1,2,2.0,2.0,576.0,6,166809.886827197
2445,5925,4,6,1950,1141,1,3,1.0,1.0,252.0,5,172929.156408918
2446,9639,4,8,1950,1798,2,4,1.0,2.0,342.0,5,193514.330894137
2447,10337,8,9,1999,1772,2,3,2.0,2.0,816.0,5,181612.141603756
2448,9863,6,6,1950,1642,1,4,1.0,1.0,374.0,3,191745.386377068
2449,4571,5,7,1950,1232,1,3,1.0,2.0,480.0,6,171369.325038261
2450,8398,6,8,1990,1650,2,3,1.0,2.0,468.0,11,184425.470567051
2451,3600,5,7,2005,1358,1,3,2.0,1.0,336.0,7,170563.252355189
2452,13500,7,8,1987,2454,2,3,1.0,2.0,576.0,2,184522.369240168
2453,8626,4,6,1956,968,1,2,1.0,1.0,331.0,5,164968.947931153
2454,11800,4,7,2002,1382,2,1,1.0,1.0,384.0,5,157939.621592364
2455,6854,5,7,1994,1060,1,1,1.0,1.0,308.0,8,151520.381580069
2456,8674,5,6,1950,1435,1,3,1.0,1.0,308.0,3,176129.508722531
2457,6125,5,7,1998,1274,2,3,1.0,1.0,224.0,3,171112.978971478
2458,6000,6,6,1950,1232,1,3,1.0,1.0,217.0,2,169762.081624282
2459,6120,5,7,1950,884,1,2,1.0,1.0,240.0,7,162246.828936295
2460,6240,6,5,1950,1409,1,3,1.0,2.0,528.0,3,171339.303381589
2461,6240,5,8,1952,1322,1,4,1.0,1.0,280.0,7,189034.753653813
2462,6240,5,7,1992,1426,1,3,1.0,1.0,230.0,7,175758.873595981
2463,6120,5,6,1950,1281,1,2,2.0,2.0,379.0,8,163351.721489893
2464,7755,6,8,1995,2264,2,4,1.0,1.0,408.0,5,189806.546645026
2465,8850,6,7,1950,1376,1,3,2.0,2.0,576.0,2,175370.990918319
2466,8550,5,5,1950,1316,1,4,1.0,2.0,576.0,10,196895.599900301
2467,5700,7,6,1990,1344,1,3,2.0,2.0,456.0,9,176905.917994834
2468,5680,5,4,1950,1173,2,3,1.0,1.0,240.0,9,176866.557227858
2469,5680,5,3,1950,1214,1,2,1.0,1.0,216.0,9,163590.677170026
2470,13200,6,6,1963,2294,3,5,1.0,2.0,658.0,4,212693.502958393
2471,9780,7,9,2005,1952,1,4,2.0,1.0,299.0,4,192686.931747717
2472,10320,6,5,1950,2180,1,3,1.0,2.0,720.0,5,181578.684951827
2473,4330,4,6,1958,1315,2,3,1.0,2.0,436.0,2,166475.457581812
2474,10320,4,1,1950,1484,2,3,1.0,1.0,264.0,9,185998.255166219
2475,12888,7,8,1980,2267,1,3,1.0,2.0,498.0,4,185527.714877908
2476,4484,5,6,1979,1282,1,2,1.0,1.0,240.0,7,159027.118197683
2477,11235,5,5,1963,999,1,3,1.0,1.0,308.0,3,181169.654933769
2478,11235,5,5,1980,1452,1,2,1.0,2.0,572.0,11,176732.915304722
