Id,LotArea,OverallQual,OverallCond,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,MoSold
1033,14541,8,7,1993,2520,2,5,2,3,796,11
1034,8125,7,5,2002,1654,2,3,2,3,900,2
1035,6305,5,7,1950,954,1,2,0,1,240,6
1036,11500,4,3,1957,845,1,3,1,1,290,1
1037,12898,9,5,2008,1620,2,2,3,3,912,9
1038,9240,8,5,2002,2263,2,3,2,2,905,9
1039,1533,4,6,2008,1344,1,3,1,0,0,5
1040,1477,4,4,1970,630,1,1,1,1,286,4
1041,13125,5,4,2000,1803,2,3,1,2,484,1
1042,9130,6,8,2000,1632,1,4,2,2,484,7
1043,5381,6,5,2005,1306,2,1,2,2,624,8
1044,11839,7,5,1990,2329,2,4,2,2,514,5
1045,9600,8,5,1981,2524,2,4,2,2,542,7
1046,13680,3,5,1955,1733,2,4,1,2,452,6
1047,16056,9,5,2006,2868,3,4,3,3,716,7
1048,9245,5,5,1995,990,1,3,1,2,672,2
1049,21750,5,4,2006,1771,1,3,1,2,336,11
1050,11100,4,7,2006,930,1,2,2,1,308,4
1051,8993,7,5,2007,1302,2,3,2,2,436,8
1052,11175,7,5,2007,1316,2,3,2,2,440,10
1053,9500,6,6,1978,1977,1,4,1,2,540,6
1054,8562,5,6,2002,1526,1,4,1,1,364,5
1055,11367,8,5,2002,1989,2,3,2,2,586,11
1056,11361,6,5,1976,1523,2,3,1,2,478,5
1057,7052,7,5,2005,1364,2,2,2,2,484,6
1058,29959,7,6,1994,1850,2,3,2,2,467,1
1059,11308,9,5,2008,2184,2,3,3,3,836,7
1060,11275,6,7,1950,1991,1,3,1,2,432,3
1061,4920,8,5,2001,1338,2,2,2,2,582,4
1062,18000,3,4,1950,894,1,2,1,3,1248,8
1063,13600,5,5,1950,2337,2,5,1,2,560,9
1064,6000,6,6,1980,1103,1,2,2,2,440,7
1065,11000,5,6,1966,1154,1,3,1,2,480,11
1066,14000,7,5,1997,2260,2,3,2,2,533,4
1067,7837,6,7,1994,1571,2,3,1,2,380,5
1068,9760,6,6,1964,1611,1,4,1,2,442,6
1069,3964,6,4,1973,2521,2,5,1,2,576,6
1070,9600,5,7,2003,893,1,2,2,2,576,5
1071,10152,5,5,1956,1048,1,3,1,1,286,6
1072,11700,6,6,1968,1556,1,4,1,2,441,5
1073,7585,5,3,1950,1456,1,4,1,1,280,8
1074,7950,6,6,1977,1426,1,3,1,2,440,7
1075,8556,7,5,2006,1240,2,2,2,3,826,5
1076,13125,7,6,1984,1740,1,3,1,1,240,7
1077,10800,5,8,1989,1466,2,3,2,2,566,4
1078,15870,5,5,1969,1096,1,3,1,1,299,3
1079,4435,6,5,2004,848,1,1,2,2,420,5
1080,8775,5,5,1994,990,1,3,1,1,299,4
1081,11040,6,7,2004,1258,2,3,2,2,528,10
1082,7500,5,5,1963,1040,1,3,1,1,308,6
1083,8749,7,5,2002,1459,2,3,2,2,527,9
1084,8800,6,6,1964,1251,1,3,1,1,461,3
1085,13031,6,5,1996,1498,2,3,1,2,409,7
1086,9069,6,6,1992,996,1,2,2,2,564,4
1087,1974,4,5,1973,1092,1,3,1,1,286,5
1088,10574,8,5,2006,1953,2,3,2,3,1043,5
1089,2522,7,5,2004,1709,2,3,2,2,380,4
1090,3316,8,5,2005,1247,1,1,2,2,550,4
1091,8544,3,4,1950,1040,2,2,1,2,400,6
1092,2160,7,5,2000,1252,2,2,2,2,462,3
1093,8400,6,5,1950,1694,2,4,1,2,576,6
1094,9230,5,8,1998,1200,1,1,2,2,884,10
1095,5868,5,7,2000,936,1,2,1,1,308,5
1096,9317,6,5,2006,1314,2,3,2,2,440,3
1097,6882,6,7,2006,1355,1,3,2,0,0,3
1098,3696,8,5,1986,1088,1,2,2,2,461,10
1099,6000,4,6,1950,1324,1,3,1,1,240,7
1100,11880,7,5,1978,1601,2,3,1,2,478,4
1101,8400,2,5,1950,438,1,1,0,1,246,1
1102,9758,5,5,1971,950,1,3,1,1,280,7
1103,7000,5,7,2002,1134,1,2,1,1,254,4
1104,8910,6,6,1959,1194,1,3,1,2,539,7
1105,2016,5,5,1970,1302,2,3,1,2,440,4
1106,12256,8,5,1995,2622,2,3,2,2,712,4
1107,10357,7,5,1991,1442,2,3,2,2,719,5
1108,23257,7,5,2006,2021,2,3,2,2,422,9
1109,8063,6,5,2000,1690,2,3,1,2,463,11
1110,11362,8,5,2005,1836,2,3,2,3,862,3
1111,8000,6,5,1996,1658,2,3,1,2,431,6
1112,10480,7,6,1976,1964,2,4,1,2,483,9
1113,7100,5,7,1957,816,1,2,1,1,308,7
1114,8923,5,7,2006,1008,1,2,2,1,240,5
1115,5400,5,7,2000,833,1,2,2,1,326,8
1116,12085,8,5,2007,1734,2,3,3,3,928,11
1117,7750,8,5,2002,1419,2,3,2,2,527,3
1118,9764,5,7,2003,894,1,3,2,2,450,5
1119,13825,5,6,1987,1601,1,3,1,1,300,12
1120,7560,5,5,1959,1040,1,3,1,1,286,7
1121,8263,6,5,1950,1012,1,2,1,1,308,5
1122,10084,7,5,2006,1552,2,3,2,3,782,7
1123,8926,4,3,1956,960,1,3,1,1,288,10
1124,9405,5,9,2008,698,1,2,1,0,0,6
1125,9125,7,5,1992,1482,2,3,2,2,392,7
1126,10434,4,5,1955,1005,1,2,0,2,672,11
1127,3684,7,5,2007,1555,2,2,2,3,660,6
1128,14572,7,5,2004,1530,2,3,2,3,630,11
1129,11796,7,5,2005,1959,2,4,2,2,434,7
1130,7200,5,5,1980,936,1,2,1,2,672,8
1131,7804,4,3,1950,1981,2,4,2,2,576,12
1132,10712,5,5,1992,974,1,3,1,0,0,9
1133,9900,6,4,1950,2210,2,5,0,1,205,5
1134,9828,8,5,1995,2020,2,3,2,2,466,6
1135,8773,6,5,1997,1600,2,3,1,2,460,8
1136,6180,6,5,1950,986,1,2,1,1,180,5
1137,9600,6,5,1950,1252,1,3,1,1,288,4
1138,6342,5,8,1996,1020,1,2,1,0,0,5
1139,9819,6,5,1977,1567,2,2,2,2,714,5
1140,8731,5,5,1950,1167,1,3,1,2,495,5
1141,7350,5,7,1951,952,1,2,1,2,840,6
1142,10304,5,7,1976,1868,2,4,2,2,484,10
1143,9965,8,5,2007,2828,3,4,2,3,1052,4
1144,9000,5,3,1959,1006,1,3,1,0,0,7
1145,12180,4,4,1950,924,1,2,0,1,280,7
1146,6240,5,6,1950,1576,1,3,1,1,225,8
1147,11200,6,5,1985,1298,2,3,2,2,403,5
1148,12000,7,7,1950,1564,1,3,0,1,234,7
1149,5700,7,7,1950,1111,1,2,1,1,288,8
1150,9000,7,9,1988,1482,1,3,1,2,324,7
1151,8280,6,5,1950,932,1,2,2,1,306,11
1152,17755,5,4,1959,1466,1,3,0,2,528,11
1153,14115,6,7,2004,1811,1,2,3,2,470,7
1154,5890,6,8,2007,816,1,2,1,1,432,6
1155,13700,7,6,1988,1820,1,4,2,2,492,5
1156,10768,5,8,2004,1437,2,3,2,2,528,7
1157,9350,5,8,1999,1265,2,3,2,2,502,10
1158,5001,7,5,2008,1314,2,2,2,2,626,7
1159,11932,8,5,2008,1580,2,3,2,3,830,6
1160,9120,6,6,1974,1876,2,4,2,2,540,7
1161,2280,6,5,1978,1456,2,3,1,2,440,7
1162,14778,6,7,2006,1640,1,3,2,2,924,11
1163,8724,5,5,1968,894,1,3,1,2,450,5
1164,12900,4,4,1969,1258,0,0,1,2,400,1
1165,16157,5,7,1978,1432,1,2,2,2,588,6
1166,9541,7,5,2009,1502,2,3,2,2,644,9
1167,10475,8,5,2008,1694,2,3,2,3,776,2
1168,10852,6,5,2000,1671,2,3,1,2,472,2
1169,13728,6,7,1986,2108,2,4,2,2,540,7
1170,35760,10,5,1996,3627,3,4,2,3,807,7
1171,9880,6,6,1977,1118,1,3,1,1,358,7
1172,9120,6,6,1958,1261,1,3,1,2,433,11
1173,4017,7,5,2007,1250,2,2,2,2,625,3
1174,18030,5,6,1994,3086,3,3,3,0,0,3
1175,16560,6,8,1950,2345,2,4,1,2,360,7
1176,10678,8,5,2000,2872,2,4,2,2,541,4
1177,6951,5,5,1985,923,1,3,1,1,264,10
1178,3950,6,8,2004,1224,1,3,1,1,210,12
1179,7681,5,6,1950,1343,1,3,1,1,186,7
1180,8335,5,5,1954,1124,1,3,1,0,0,4
1181,11170,7,5,1991,2514,2,4,1,2,693,4
1182,5587,8,5,2008,1652,2,2,2,2,482,11
1183,15623,10,5,1996,4476,3,4,3,3,813,7
1184,10800,5,6,1950,1130,1,2,1,2,720,6
1185,35133,5,4,1963,1572,1,3,1,3,995,5
1186,9738,5,7,1950,1221,1,4,1,1,392,3
1187,10615,3,5,1970,1699,2,3,1,2,420,8
1188,12461,8,5,1995,1624,2,2,2,3,757,7
1189,8935,7,5,2002,1660,2,3,2,2,493,7
1190,7500,7,5,1999,1804,2,3,2,2,442,6
1191,32463,4,4,1975,1622,1,3,1,4,1356,3
1192,2645,8,5,2000,1441,2,2,2,2,492,11
1193,9600,5,8,1994,1472,1,3,2,1,250,7
1194,4500,6,5,1999,1224,2,2,1,2,402,6
1195,9364,6,7,1969,1352,1,4,1,1,299,3
1196,8029,6,5,2005,1456,2,3,2,2,400,7
1197,14054,7,5,2006,1863,2,4,2,3,660,11
1198,8850,7,6,1950,1690,1,3,1,1,225,7
1199,9100,7,5,2001,1212,2,3,2,2,573,6
1200,11235,4,5,1979,1382,1,3,1,2,459,10
1201,9353,4,5,1970,864,1,3,1,1,280,7
1202,10400,7,5,1998,1779,2,3,2,2,546,3
1203,6000,5,8,1997,1348,1,3,1,1,216,5
1204,9750,7,5,2001,1630,2,3,2,2,451,10
1205,10140,5,6,1975,1074,1,3,1,2,495,7
1206,14684,7,7,1991,2196,2,3,2,3,701,6
1207,8900,4,4,1966,1056,1,2,1,1,384,11
1208,9135,6,5,2003,1700,2,3,2,2,544,5
1209,7763,5,7,1980,1283,1,3,1,2,506,10
1210,10182,8,5,2006,1660,2,3,2,2,500,5
1211,11218,6,5,1992,1845,2,3,2,2,462,5
1212,12134,8,7,2005,1752,2,4,1,2,492,6
1213,9340,4,6,1950,672,1,2,1,1,234,8
1214,10246,4,9,2001,960,0,0,1,1,364,5
1215,10205,5,5,1962,999,1,3,1,1,300,5
1216,7094,5,5,1966,894,1,3,1,1,384,5
1217,8930,6,5,1978,1902,2,4,1,2,539,4
1218,8640,8,5,2009,1314,2,3,2,2,552,9
1219,6240,4,5,1950,912,1,2,1,0,0,7
1220,1680,6,5,1971,1218,1,3,1,0,0,4
1221,7800,5,5,1964,912,1,2,1,1,288,11
1222,8250,5,5,1968,1211,1,3,1,1,322,8
1223,10496,6,6,1950,1846,2,3,1,1,315,1
1224,10680,5,3,1951,2136,2,4,1,2,528,10
1225,15384,7,5,2005,1490,2,3,2,2,388,2
1226,10482,6,8,1958,1138,1,3,1,1,264,6
1227,14598,6,5,2007,1933,2,4,2,3,668,1
1228,8872,5,8,2008,912,1,2,2,2,576,12
1229,8769,9,5,2008,1702,1,1,3,3,1052,10
1230,7910,5,5,1960,1507,2,4,1,1,404,8
1231,18890,5,5,1977,2620,2,4,1,2,600,8
1232,7728,5,6,1962,1190,1,3,1,2,540,5
1233,9842,4,5,1962,1224,2,2,1,2,462,3
1234,12160,5,5,1959,1188,1,3,1,2,531,5
1235,8525,5,6,1950,1964,1,4,1,0,0,11
1236,13132,5,5,1950,1784,1,4,1,1,180,7
1237,2628,7,5,2003,1626,2,2,2,2,474,6
1238,12393,7,5,2005,1948,2,4,2,2,434,9
1239,13072,6,5,2005,1141,1,3,1,2,484,3
1240,9037,8,5,2006,1484,2,2,3,2,472,12
1241,8158,7,5,2003,1768,2,3,2,2,543,7
1242,9849,7,6,2007,1689,2,3,2,3,954,6
1243,10625,7,6,1974,1173,2,3,2,2,528,1
1244,13891,10,5,2006,2076,2,2,3,3,850,9
1245,11435,8,7,1950,1517,1,3,2,2,400,6
1246,12090,6,7,2003,1868,3,3,1,2,477,1
1247,8125,7,5,2006,1553,2,3,2,2,615,3
1248,12328,6,5,1976,1034,1,3,1,3,888,5
1249,9600,6,5,1950,2058,1,3,1,2,396,4
1250,7200,5,7,1950,988,1,3,1,1,276,5
1251,11160,7,5,1968,2110,2,3,3,2,522,4
1252,3136,7,5,2003,1405,2,2,2,2,478,3
1253,9858,5,6,1968,874,1,3,1,1,288,11
1254,17542,7,7,2003,2167,2,3,2,2,518,7
1255,6931,7,5,2004,1656,2,3,2,2,397,7
1256,6240,6,6,1950,1367,1,3,1,1,560,11
1257,14303,8,5,1994,1987,2,2,2,2,691,8
1258,4060,5,8,1950,864,1,2,1,0,0,7
1259,9587,7,5,2005,1166,2,2,2,2,400,7
1260,9750,6,8,1969,1054,1,3,1,2,460,7
1261,24682,6,5,1999,1675,2,3,1,2,502,6
1262,9600,5,6,1956,1050,1,2,1,1,338,6
1263,11250,4,5,1989,1788,1,5,1,1,304,11
1264,13515,6,6,1950,1824,1,3,1,2,520,7
1265,4060,6,5,1999,1337,2,2,2,2,511,8
1266,3735,7,5,1999,1452,2,3,2,2,506,3
1267,10120,7,4,1950,1889,1,4,1,1,308,1
1268,13214,9,5,2009,2018,2,3,3,3,746,5
1269,14100,8,9,1997,3447,3,4,2,3,1014,5
1270,11344,5,5,1958,1524,1,3,1,1,315,7
1271,23595,7,6,1979,1524,0,0,2,2,586,4
1272,9156,6,7,1968,1489,2,3,2,2,462,8
1273,13526,5,6,1965,935,1,3,1,1,288,11
1274,11512,6,7,2006,1357,1,2,3,1,312,5
1275,5362,5,6,2003,1250,2,3,1,2,552,11
1276,11345,5,5,1950,1920,2,4,1,2,400,7
1277,12936,6,6,1972,1395,1,3,1,2,497,12
1278,17871,6,5,1976,1724,1,3,1,2,480,6
1279,9473,8,5,2002,2031,2,3,2,2,577,3
1280,7500,4,4,1950,1128,1,2,1,2,528,4
1281,9808,7,5,2002,1573,2,3,2,2,544,3
1282,8049,7,5,1990,1339,2,2,1,2,484,7
1283,8800,5,7,2008,1040,2,3,2,2,484,9
1284,9400,6,5,1971,1824,2,4,1,0,0,4
1285,9638,6,7,1990,2447,2,4,2,1,336,3
1286,6000,6,6,1950,1412,1,4,1,1,280,5
1287,9790,6,5,1963,1328,1,3,1,2,528,6
1288,36500,5,5,1964,1582,2,4,1,2,390,6
1289,5664,8,5,2000,1659,2,2,3,2,499,10
1290,11065,8,5,2006,1970,2,3,3,3,753,10
1291,14112,5,7,1964,1152,1,3,1,2,484,4
1292,1680,5,7,1972,1302,2,3,1,1,264,2
1293,6600,5,4,1965,2372,2,4,1,1,432,12
1294,10140,7,5,1976,1664,2,4,1,2,528,3
1295,8172,5,7,1990,864,1,2,1,2,572,4
1296,8400,5,5,1968,1052,1,3,1,1,288,11
1297,8700,5,6,1963,1128,2,3,1,2,525,12
1298,3675,6,5,2006,1072,2,2,1,2,525,6
1299,63887,10,5,2008,5642,2,3,3,2,1418,1
1300,7500,5,7,1994,1246,1,3,2,1,305,5
1301,10762,7,5,1999,1983,2,3,2,2,490,5
1302,7500,6,7,1950,1494,1,3,2,1,213,11
1303,10120,8,5,1994,2526,2,4,2,3,844,12
1304,8688,7,5,2005,1616,2,3,2,3,834,4
1305,3363,7,5,2004,1708,2,3,2,2,380,4
1306,13173,9,5,2007,1652,2,2,3,2,840,11
1307,6955,7,5,2006,1368,2,2,2,2,474,9
1308,8072,5,5,1995,990,1,3,1,2,480,5
1309,12000,5,7,2005,1122,1,2,2,2,528,5
1310,7153,6,5,1991,1294,2,3,2,2,496,6
1311,17500,7,8,2002,1902,2,3,3,2,567,5
1312,8814,7,5,2007,1274,2,3,2,2,508,1
1313,9572,8,5,1990,2810,2,4,2,2,750,6
1314,14774,9,5,1999,2599,2,4,2,3,779,5
1315,8190,4,6,1954,948,1,3,1,1,280,10
1316,11075,6,5,1969,2112,2,4,1,2,576,6
1317,10226,8,5,2008,1630,2,3,3,3,860,1
1318,4230,7,5,2007,1352,2,2,2,2,466,4
1319,14781,8,5,2002,1787,2,3,2,3,748,8
1320,10215,4,5,1954,948,1,3,1,1,248,2
1321,8400,6,3,1957,1478,1,3,1,2,442,6
1322,6627,3,6,1950,720,1,2,1,1,287,7
1323,10186,7,5,1992,1923,2,3,2,2,564,6
1324,5330,4,7,1950,708,1,2,0,0,0,12
1325,9986,8,5,2007,1795,2,2,2,3,895,2
1326,3636,4,4,1950,796,1,2,1,0,0,1
1327,4270,3,6,2006,774,1,3,2,0,0,5
1328,6600,5,9,2008,816,1,3,2,1,264,10
1329,10440,6,7,1950,2792,2,5,1,2,520,6
1330,9084,7,5,1998,1632,2,3,1,2,462,6
1331,10000,8,5,2006,1588,2,3,2,3,825,12
1332,10780,5,5,1976,954,1,3,1,2,576,7
1333,8877,4,6,1958,816,1,2,1,1,288,5
1334,7200,5,6,1995,1360,1,2,2,1,297,7
1335,2368,5,6,1970,1365,1,3,1,2,440,5
1336,9650,6,5,1977,1334,2,2,1,2,630,4
1337,9246,5,5,1973,1656,2,4,1,2,506,11
1338,4118,4,4,1950,693,1,2,0,0,0,3
1339,13450,7,5,2002,1861,2,3,2,2,492,6
1340,9560,5,7,1972,864,1,3,1,1,288,6
1341,8294,4,5,1971,872,1,3,1,4,480,6
1342,13695,6,5,2004,1114,1,3,2,2,576,7
1343,9375,8,5,2002,2169,2,3,2,2,647,8
1344,7558,6,6,1950,1913,1,3,1,2,342,3
1345,11103,7,5,2006,1456,2,3,2,2,440,7
1346,6000,4,4,1950,960,1,2,0,1,308,7
1347,20781,7,7,2003,2156,2,3,1,2,508,6
1348,15306,8,5,2007,1776,2,3,2,3,712,5
1349,16196,7,5,1998,1494,2,3,2,2,514,8
1350,5250,8,5,1987,2358,2,4,1,0,0,12
1351,11643,5,5,1969,2634,2,6,1,4,968,8
1352,9247,6,6,1962,1716,1,4,1,2,490,3
1353,6000,6,9,2000,1176,1,2,1,2,624,7
1354,14720,8,5,1996,3238,2,4,2,3,666,3
1355,10316,7,5,2000,1865,2,3,2,3,839,6
1356,10192,7,6,1992,1920,3,4,2,2,487,9
1357,9477,5,5,1966,892,1,3,1,1,264,10
1358,12537,5,6,2008,1078,1,3,1,2,500,4
1359,2117,6,5,2000,1573,2,3,2,2,440,6
1360,16737,9,5,2005,1980,2,3,3,3,770,9
1361,9842,5,6,1998,2601,3,4,1,2,621,5
1362,16158,7,5,2005,1530,2,3,2,2,430,6
1363,12513,4,4,2007,1738,2,4,1,1,368,6
1364,8499,6,5,2007,1412,2,3,2,2,432,3
1365,3180,7,5,2005,1200,2,2,2,2,480,4
1366,7500,7,5,2000,1674,2,3,2,2,663,1
1367,9179,7,5,1999,1790,2,3,2,2,588,6
1368,2665,5,6,1977,1475,2,4,1,1,336,7
1369,4435,6,5,2004,848,1,1,2,2,420,6
1370,10635,8,5,2003,1668,2,3,2,2,502,5
1371,5400,4,6,1950,1374,1,2,1,1,338,10
1372,9600,6,6,1996,1661,1,3,2,1,377,10
1373,9750,7,6,1998,2097,2,3,2,2,583,6
1374,11400,10,5,2002,2633,2,2,3,3,804,3
1375,10625,7,5,2005,1958,2,3,2,3,936,7
1376,10991,8,5,2007,1571,2,3,2,3,722,12
1377,6292,6,5,1950,790,1,2,1,1,160,4
1378,10998,5,5,1960,1604,2,3,1,2,660,7
1379,1953,6,5,1973,987,1,2,1,1,264,6
1380,9735,5,5,2007,1394,2,3,2,2,400,5
1381,8212,3,3,1950,864,1,2,1,1,200,6
1382,12925,6,7,1970,2117,2,4,1,2,550,5
1383,7200,7,7,1950,1762,1,4,2,2,576,10
1384,25339,5,7,2007,1416,2,3,2,2,576,8
1385,9060,6,5,1950,1258,1,2,1,1,280,10
1386,5436,4,8,2007,1154,1,3,2,1,240,5
1387,16692,7,5,1978,2784,3,5,2,2,564,7
1388,8520,6,7,1950,2526,2,5,2,1,216,8
1389,14892,9,5,2007,1746,2,3,3,3,758,10
1390,6000,6,6,1950,1218,1,3,1,2,440,3
1391,9100,7,5,2000,1525,2,3,2,2,541,9
1392,8944,5,5,1967,1584,2,4,1,3,792,4
1393,7838,5,5,1967,900,1,3,1,1,288,12
1394,10800,6,7,2000,1912,2,3,1,2,672,4
1395,4045,7,5,2006,1500,2,2,2,3,648,10
1396,12665,8,5,2006,2482,2,4,2,3,642,2
1397,57200,5,5,1950,1687,1,3,1,2,572,6
1398,6120,5,8,2004,1513,1,4,1,1,180,5
1399,7200,5,4,1982,1904,1,3,1,1,240,5
1400,6171,6,6,1990,1608,2,3,2,1,216,10
1401,6000,6,7,1950,1158,1,3,1,1,208,7
1402,7415,6,5,2004,1593,2,3,1,2,398,4
1403,6762,7,5,2006,1294,2,2,2,2,662,7
1404,15256,8,5,2007,1464,2,3,2,3,754,8
1405,10410,3,4,1950,1214,1,3,1,3,936,1
1406,3842,8,5,2005,1646,2,2,2,2,482,1
1407,8445,5,7,2007,768,1,2,1,2,396,3
1408,8780,5,5,1985,833,1,3,1,0,0,3
1409,7740,4,7,1950,1363,1,3,1,2,528,6
1410,20544,7,6,1991,2093,2,3,1,2,542,11
1411,12420,7,5,2001,1840,2,3,2,2,622,6
1412,9600,6,8,2005,1668,1,3,1,1,271,9
1413,7200,4,5,1950,1040,2,2,1,2,420,6
1414,10994,8,5,2006,1844,2,2,2,2,620,9
1415,13053,6,7,2000,1848,1,4,2,2,370,6
1416,3635,7,5,2007,1569,2,1,2,3,660,5
1417,11340,4,6,1950,2290,2,4,1,2,560,4
1418,16545,8,5,1998,2450,2,3,2,3,1069,5
1419,9204,5,5,1963,1144,1,3,1,1,336,8
1420,16381,6,5,1969,1844,2,3,2,2,540,12
1421,11700,6,6,1968,1416,2,3,1,2,776,5
1422,4043,6,5,1977,1069,2,2,1,2,440,7
1423,4435,6,5,2003,848,1,1,2,2,420,3
1424,19690,6,7,1966,2201,2,4,2,2,432,8
1425,9503,5,5,1983,1344,1,2,1,1,484,6
1426,10721,6,6,1959,1252,1,3,2,2,528,10
1427,10944,7,5,1994,2127,2,3,2,2,525,8
1428,10930,5,6,1950,1558,1,3,1,1,288,4
1429,7200,5,7,1992,804,1,2,2,1,240,2
1430,12546,6,7,1981,1440,2,3,2,2,467,4
1431,21930,5,5,2005,1838,2,4,1,2,372,7
1432,4928,6,6,1976,958,2,2,1,2,440,10
1433,10800,4,6,2007,968,2,4,1,1,216,8
1434,10261,6,5,2000,1792,2,3,1,2,451,5
1435,17400,5,5,1977,1126,2,3,1,2,484,5
1436,8400,6,9,2005,1537,1,3,2,2,462,7
1437,9000,4,6,1971,864,1,3,1,2,528,5
1438,12444,8,5,2008,1932,2,2,3,3,774,11
1439,7407,6,7,1996,1236,1,2,1,2,923,4
1440,11584,7,6,1979,1725,2,3,1,2,550,11
1441,11526,6,7,1994,2555,2,3,1,2,672,9
1442,4426,6,5,2004,848,1,1,2,2,420,5
1443,11003,10,5,2008,2007,2,3,3,3,812,4
1444,8854,6,6,1950,952,1,2,0,1,192,5
1445,8500,7,5,2004,1422,2,3,2,2,626,11
1446,8400,6,5,1966,913,1,3,1,1,240,5
1447,26142,5,7,1962,1188,1,3,1,1,312,4
1448,10000,8,5,1996,2090,2,3,2,2,556,12
1449,11767,4,7,2000,1346,1,2,1,1,384,5
1450,1533,5,7,1970,630,1,1,3,0,0,8
1451,9000,5,5,1974,1792,2,4,1,0,0,9
1452,9262,8,5,2009,1578,2,3,3,3,840,5
1453,3675,5,5,2005,1072,1,2,1,2,525,5
1454,17217,5,5,2006,1140,1,3,1,0,0,7
1455,7500,7,5,2005,1221,2,2,2,2,400,10
1456,7917,6,5,2000,1647,2,3,1,2,460,8
1457,13175,6,6,1988,2073,2,3,1,2,500,2
1458,9042,7,9,2006,2340,2,4,2,1,252,5
1459,9717,5,6,1996,1078,1,2,2,1,240,4
1460,9937,5,6,1965,1256,1,3,1,1,276,6
